evaluations raw_y
1 3.0000000000
94 4.0000000000
153 9.0000000000
275 10.0000000000
679 12.0000000000
743 13.0000000000
769 18.0000000000
823 19.0000000000
985 20.0000000000
1054 21.0000000000
1077 24.0000000000
1102 25.0000000000
1201 30.0000000000
1312 33.0000000000
1321 37.0000000000
1785 38.0000000000
1843 39.0000000000
1984 41.0000000000
2044 49.0000000000
2082 54.0000000000
2128 55.0000000000
2183 56.0000000000
2193 60.0000000000
2393 63.0000000000
2759 67.0000000000
2770 70.0000000000
2821 74.0000000000
2947 77.0000000000
2954 81.0000000000
3080 82.0000000000
3163 85.0000000000
3289 87.0000000000
3368 89.0000000000
3372 91.0000000000
3431 93.0000000000
3443 94.0000000000
3650 100.0000000000
